,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1999,2000,CA-2014-131905,02-06-2014,02-09-2014,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5,0.0,42.0355
2002,2003,CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.594
2003,2004,CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125
2008,2009,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752
2009,2010,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2,0.2,29.1424
2010,2011,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,4,0.2,7.78
2013,2014,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352
2014,2015,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168
2015,2016,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0.0,117.0104
2094,2095,US-2015-164357,11/25/2015,11/29/2015,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12,5,0.2,1.476
2095,2096,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,0.0,240.5648
2096,2097,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,0.0,25.7488
2097,2098,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0.0,2.1684
2105,2106,US-2014-167633,9/30/2014,10-05-2014,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,15.552,3,0.2,5.4432
2120,2121,US-2017-168690,01-07-2017,1/13/2017,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656
2158,2159,CA-2017-148166,10/21/2017,10/26/2017,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Deltona,Florida,32725,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856,4,0.2,2.0088
2186,2187,CA-2016-101378,7/14/2016,7/14/2016,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,0.0,7.25
2196,2197,CA-2016-136483,12-01-2016,12-06-2016,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,2,0.2,0.4116
2197,2198,CA-2014-163013,11/28/2014,12-04-2014,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,14.67,3,0.0,3.9609
2200,2201,US-2014-165659,06-01-2014,06-06-2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0.0,9.102
2201,2202,US-2014-165659,06-01-2014,06-06-2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93,7,0.0,229.3018
2205,2206,CA-2016-164350,09-10-2016,09-12-2016,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,0.2,8.445
2217,2218,CA-2014-151953,9/20/2014,9/25/2014,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,2,0.2,0.9856
2262,2263,CA-2017-122994,02-06-2017,02-09-2017,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0.0,79.1934
2263,2264,CA-2016-131065,11/14/2016,11/16/2016,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0.0,114.9954
2264,2265,CA-2016-131065,11/14/2016,11/16/2016,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376
2265,2266,CA-2016-131065,11/14/2016,11/16/2016,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.8822
2266,2267,CA-2017-149146,10-12-2017,10-12-2017,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968,2,0.2,2.6892
2270,2271,CA-2017-164917,12-02-2017,12-07-2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,4.1965
2276,2277,CA-2014-104283,6/27/2014,07-01-2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0.0,0.0
2277,2278,CA-2014-104283,6/27/2014,07-01-2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0.0,22.3548
2278,2279,CA-2014-104283,6/27/2014,07-01-2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,0.0,53.7504
2285,2286,CA-2016-112676,05-05-2016,05-08-2016,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,3,0.2,5.2026
2286,2287,CA-2017-165687,11/17/2017,11/23/2017,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,2,0.0,12.264
2290,2291,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.0,77.7519
2291,2292,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69
2292,2293,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,6.2208
2302,2303,CA-2016-106558,1/17/2016,1/21/2016,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4,0.0,31.6
2303,2304,CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0.0,188.2192
2304,2305,CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704
2319,2320,CA-2015-117828,12/23/2015,12/26/2015,First Class,BD-11500,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223,South,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,4,0.0,56.3528
2321,2322,CA-2015-109470,12/31/2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,94.74,3,0.0,44.5278
2322,2323,CA-2015-109470,12/31/2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64,4,0.0,27.8944
2323,2324,CA-2015-109470,12/31/2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,76.3,5,0.0,38.15
2324,2325,CA-2015-109470,12/31/2015,01-03-2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,12,0.0,167.808
2334,2335,CA-2014-140886,9/30/2014,10-04-2014,Standard Class,KW-16570,Kelly Williams,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,69.216,6,0.2,11.2476
2340,2341,CA-2016-137736,11-10-2016,11/15/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0.0,10.465
2363,2364,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0.0,40.9216
2364,2365,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.8896
2365,2366,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,4,0.0,20.7
2375,2376,CA-2017-119669,1/24/2017,1/30/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,3,0.0,0.1134
2399,2400,CA-2017-147361,09-09-2017,9/15/2017,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,7,0.0,12.5762
2400,2401,CA-2017-147361,09-09-2017,9/15/2017,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,14.677
2434,2435,CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,0.0,16.98
2435,2436,CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0.0,322.1829
2439,2440,CA-2017-139948,7/17/2017,7/22/2017,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2,0.2,2.1736
2448,2449,CA-2015-128027,9/14/2015,9/17/2015,Second Class,CM-12385,Christopher Martinez,Consumer,United States,North Charleston,South Carolina,29406,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,5.3898
2466,2467,CA-2017-128755,05-04-2017,05-08-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0.0,4.0995
2467,2468,CA-2017-128755,05-04-2017,05-08-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,4,0.0,165.7176
2468,2469,CA-2017-128755,05-04-2017,05-08-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,0.0,15.552
2469,2470,CA-2017-128755,05-04-2017,05-08-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,0.0,4.5657
2470,2471,US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,0.2,4.2816
2471,2472,US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,0.2,-67.6704
2472,2473,US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864
2499,2500,US-2017-133781,6/22/2017,6/23/2017,First Class,DC-12850,Dan Campbell,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,3,0.2,12.6927
2511,2512,CA-2015-102722,4/18/2015,4/19/2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,0.0,41.535
2512,2513,CA-2017-155089,12-02-2017,12-06-2017,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,5,0.7,-33.484
2529,2530,CA-2014-108707,10/24/2014,10/29/2014,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288
2530,2531,CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2,5,0.0,52.532
2531,2532,CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,4,0.0,8.2616
2532,2533,CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,12.67,7,0.0,4.5612
2533,2534,CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,4,0.0,122.3856
2551,2552,CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888
2552,2553,CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,21.96,2,0.0,10.7604
2553,2554,CA-2016-155439,9/14/2016,9/18/2016,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Columbia,South Carolina,29203,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,25.92,4,0.0,12.4416
2554,2555,CA-2016-118626,8/15/2016,8/20/2016,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.544,7,0.2,70.5544
2557,2558,US-2015-112508,3/24/2015,3/30/2015,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,2,0.2,0.5244
2561,2562,CA-2015-144288,12/25/2015,12/31/2015,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,9.216,4,0.2,3.3408
2562,2563,CA-2015-144288,12/25/2015,12/31/2015,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,10.368,2,0.2,3.6288
2565,2566,CA-2017-109589,12/21/2017,12/24/2017,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71.0,4,0.0,27.69
2574,2575,CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,16.23,3,0.0,7.9527
2575,2576,CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,319.9,5,0.0,156.751
2576,2577,CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,0.0,5.3392
2577,2578,CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,3,0.0,290.3016
2578,2579,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.0,30.7818
2579,2580,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.0,0.0
2580,2581,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.0,9.3312
2581,2582,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,8.34
2582,2583,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0.0,0.0
2583,2584,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,4.4712
2584,2585,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2,0.0,52.6344
2592,2593,CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.1,2,0.0,39.55
2593,2594,CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,8,0.0,157.3632
2605,2606,CA-2014-112718,12/16/2014,12/21/2014,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,1.167,1,0.7,-0.8558
2634,2635,CA-2015-116750,07-05-2015,07-10-2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928,2,0.2,0.7392
2635,2636,CA-2015-116750,07-05-2015,07-10-2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.784
2641,2642,CA-2015-169740,2/20/2015,2/25/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99,1,0.0,2.999
2643,2644,CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Technology,Phones,Motorola L804,36.792,1,0.2,4.1391
2644,2645,CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,8,0.2,6.2856
2663,2664,CA-2016-164784,05-01-2016,05-04-2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,1,0.2,1.2948
2664,2665,CA-2016-164784,05-01-2016,05-04-2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.071
2665,2666,CA-2016-164784,05-01-2016,05-04-2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,0.7,-2.0108
2675,2676,CA-2017-132185,11/27/2017,12-02-2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,5,0.2,0.7665
2676,2677,CA-2017-132185,11/27/2017,12-02-2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584,1,0.2,4.3584
2685,2686,CA-2016-133123,09-06-2016,09-11-2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985
2686,2687,CA-2016-133123,09-06-2016,09-11-2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564
2694,2695,CA-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383
