,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1043,1044,CA-2017-115651,07-09-2017,07-12-2017,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.9835
1044,1045,CA-2017-115651,07-09-2017,07-12-2017,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,9,0.8,-146.16
1045,1046,CA-2017-152702,10-12-2017,10/16/2017,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,61107,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",254.604,14,0.3,-18.186
1060,1061,US-2015-125374,3/23/2015,3/29/2015,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524
1068,1069,US-2017-139955,9/28/2017,9/30/2017,Second Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.744,1,0.2,-0.3488
1076,1077,CA-2016-161781,9/29/2016,9/30/2016,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,0.0,10.6288
1080,1081,CA-2015-110016,11/29/2015,12-04-2015,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,4,0.0,9.3624
1081,1082,CA-2015-110016,11/29/2015,12-04-2015,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0.0,121.7601
1086,1087,CA-2016-167584,08-12-2016,08-12-2016,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0.0,3.1104
1102,1103,US-2017-145863,4/21/2017,4/27/2017,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,3,0.8,-4.7145
1103,1104,US-2017-145863,4/21/2017,4/27/2017,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878
1105,1106,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.3644
1106,1107,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566
1107,1108,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248
1108,1109,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12,0.2,21.888
1109,1110,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267
1110,1111,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186
1111,1112,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2,0.2,3.6288
1112,1113,US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264
1127,1128,CA-2015-105970,03-02-2015,03-07-2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1,0.0,2.6416
1128,1129,CA-2015-105970,03-02-2015,03-07-2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0.0,50.94
1136,1137,CA-2016-152170,11-12-2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0.0,129.384
1137,1138,CA-2016-152170,11-12-2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0.0,10.5504
1138,1139,CA-2016-152170,11-12-2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0.0,8.991
1139,1140,CA-2016-152170,11-12-2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7,0.0,5.5566
1140,1141,CA-2016-152170,11-12-2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0.0,8.69
1146,1147,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346
1147,1148,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0.0,2.628
1148,1149,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0.0,5.8696
1149,1150,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0.0,0.438
1150,1151,CA-2015-112452,04-04-2015,04-04-2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993
1159,1160,CA-2017-147039,6/29/2017,07-04-2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735
1160,1161,CA-2017-147039,6/29/2017,07-04-2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77
1165,1166,CA-2014-117709,05-04-2014,05-08-2014,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0.0,21.06
1171,1172,US-2014-100279,03-10-2014,3/14/2014,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0.0,10.7424
1173,1174,US-2015-104430,10/22/2015,10/26/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764
1179,1180,CA-2016-168081,4/24/2016,4/27/2016,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77070,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
1197,1198,CA-2016-130946,04-08-2016,04-12-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892
1198,1199,CA-2016-130946,04-08-2016,04-12-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136
1199,1200,CA-2016-130946,04-08-2016,04-12-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464
1252,1253,CA-2015-154956,07-04-2015,07-09-2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0.0,285.9896
1263,1264,CA-2016-155992,10-01-2016,10-02-2016,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,0.0,18.873
1264,1265,CA-2016-155992,10-01-2016,10-02-2016,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0.0,10.881
1270,1271,US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,-12.792
1271,1272,US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.8,-126.8592
1272,1273,US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,0.8,-67.272
1273,1274,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,0.2,3.6288
1274,1275,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784
1275,1276,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,5.2026
1276,1277,CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,-7.1991
1277,1278,CA-2016-148698,05-02-2016,05-07-2016,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397
1280,1281,CA-2016-160815,09-05-2016,09-06-2016,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0.0,80.736
1284,1285,US-2015-149692,12-06-2015,12-12-2015,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,-4.851
1298,1299,CA-2016-134425,12-08-2016,12-12-2016,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0.0,2.299
1305,1306,CA-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,0.2,52.493
1325,1326,US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.8,-30.555
1332,1333,CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.8,-1.728
1333,1334,CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,0.8,-13.93
1345,1346,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2,0.0,36.5742
1346,1347,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,7,0.0,23.59
1347,1348,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,6,0.0,5.7072
1348,1349,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10,0.0,25.098
1349,1350,CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6,0.0,17.2224
1350,1351,CA-2014-153976,10-03-2014,10-08-2014,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,-70.1043
1355,1356,US-2014-160444,07-05-2014,07-05-2014,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3,0.2,-44.1552
1356,1357,US-2014-160444,07-05-2014,07-05-2014,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,11,0.2,-35.178
1358,1359,CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1,0.6,-1.4413
1381,1382,US-2016-100566,09-03-2016,09-09-2016,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,0.6,-90.2484
1394,1395,US-2017-117247,10-09-2017,10/14/2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-430.617
1395,1396,US-2017-117247,10-09-2017,10/14/2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,3,0.5,-42.6528
1410,1411,CA-2017-105144,11-04-2017,11-11-2017,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,75051,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88
1416,1417,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,118.293
1417,1418,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3,0.2,32.13
1418,1419,CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-1.4784
1437,1438,CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,0.2,42.8805
1438,1439,CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49
1444,1445,CA-2016-133725,5/23/2016,5/28/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1979.928,9,0.2,148.4946
1445,1446,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736,4,0.2,-39.1248
1446,1447,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,470.302,7,0.3,-87.3418
1447,1448,CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,47.984,2,0.2,5.998
1458,1459,CA-2016-123722,9/25/2016,10-01-2016,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Irving,Texas,75061,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,15.936,4,0.2,5.1792
1462,1463,CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956
1463,1464,CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,0.3,-29.2776
1468,1469,CA-2017-139199,12-09-2017,12/13/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0.0,226.9644
1469,1470,CA-2017-139199,12-09-2017,12/13/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,0.0,19.5238
1470,1471,CA-2017-139199,12-09-2017,12/13/2017,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,12.96,2,0.0,6.2208
1473,1474,US-2015-105676,12-01-2015,12-02-2015,Same Day,NM-18520,Neoma Murray,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",6.688,4,0.6,-4.0128
1495,1496,CA-2017-152485,09-04-2017,09-08-2017,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,7,0.2,3.185
1496,1497,CA-2017-152485,09-04-2017,09-08-2017,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,1,0.2,-0.2098
1497,1498,CA-2017-152485,09-04-2017,09-08-2017,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,0.2,3.772
1499,1500,CA-2017-130386,11-12-2017,11/18/2017,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203
1500,1501,CA-2017-130386,11-12-2017,11/18/2017,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056,9,0.2,69.705
1501,1502,CA-2017-130386,11-12-2017,11/18/2017,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542
1508,1509,CA-2017-108294,12-10-2017,12-10-2017,Same Day,LS-16975,Lindsay Shagiari,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0.0,15.525
1512,1513,CA-2017-112809,8/18/2017,8/22/2017,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,3,0.2,12.504
1513,1514,CA-2017-112809,8/18/2017,8/22/2017,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139
1514,1515,CA-2017-112809,8/18/2017,8/22/2017,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648
1520,1521,CA-2017-109946,4/16/2017,4/21/2017,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,16.52,5,0.2,2.065
1546,1547,CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52,4,0.2,117.432
1547,1548,CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504
1548,1549,CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2,0.2,2.3674
1550,1551,US-2017-124926,11/13/2017,11/18/2017,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086
1552,1553,CA-2014-130274,05-03-2014,05-05-2014,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,7,0.0,10.3488
1566,1567,CA-2015-129112,11/29/2015,11/30/2015,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685
1567,1568,CA-2015-129112,11/29/2015,11/30/2015,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784,4,0.8,-13.6152
1574,1575,CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153
1575,1576,CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808
